
11:01:55; 0,000000; 0,010000; 0,000556
11:02:00; 0,000000; 0,010000; 0,000555
11:02:06; 0,000000; 0,010000; 0,000539
11:02:12; 0,000000; 0,010000; 0,000522
11:02:17; 0,000000; 0,010000; 0,000527
11:02:23; 0,000000; 0,013000; 0,101588
11:02:29; 0,000000; 1,222333; 0,666279
11:02:35; 0,000000; 2,115333; 0,543425
11:02:41; 0,000000; 3,011000; 0,301705
11:02:46; 0,000000; 3,603000; 0,326542
11:02:52; 0,000000; 4,190000; 0,343890
11:02:58; 0,000000; 4,707000; 0,359871
11:03:04; 0,000000; 4,980667; 0,374376
11:03:10; 0,000000; 5,648333; 0,379667
11:03:16; 0,000000; 6,290333; 0,383288
11:03:22; 0,000000; 7,132000; 0,025704
11:03:28; 2,284000; 7,714667; 0,164038
11:03:33; 3,979000; 8,155333; 0,037288
11:03:39; 4,265000; 8,298333; 0,200762
11:03:45; 3,725000; 8,273000; 0,313434
11:03:51; 4,430000; 8,494000; 0,353193
11:03:57; 5,161000; 8,708000; 0,364651
11:04:03; 5,380000; 8,812333; 0,369970
11:04:09; 4,553000; 8,709000; 0,370419
11:04:15; 2,230000; 8,319333; 0,369431
11:04:21; 0,234000; 8,010667; 0,368136
11:04:27; 0,000000; 7,922333; 0,367299
11:04:32; 0,000000; 7,920000; 0,367935
11:04:38; 2,261000; 8,458000; 0,367781
11:04:44; 3,739000; 8,819333; 0,366992
11:04:50; 4,729000; 9,068333; 0,366148
11:04:56; 5,430000; 9,249000; 0,365348
11:05:02; 5,531000; 9,304000; 0,364580
11:05:07; 5,501000; 9,331000; 0,363781
11:05:13; 5,478000; 9,358000; 0,362996
11:05:19; 5,453000; 9,383333; 0,362235
11:05:25; 5,456000; 9,413000; 0,361503
11:05:31; 5,446000; 9,438667; 0,360828
11:05:36; 5,456000; 9,467000; 0,360172
11:05:42; 5,465000; 9,494000; 0,359508
11:05:48; 5,449000; 9,514667; 0,358856
11:05:54; 5,457000; 9,539000; 0,358214
11:06:00; 5,470000; 9,563333; 0,357442
11:06:05; 5,447000; 9,579333; 0,356630
11:06:11; 5,451000; 9,600000; 0,355931
11:06:17; 5,451000; 9,619000; 0,355169
11:06:23; 5,420000; 9,630333; 0,354462
11:06:29; 5,438000; 9,651333; 0,353878
11:06:34; 5,448000; 9,669667; 0,353352
11:06:40; 5,491000; 9,694000; 0,352748
11:06:46; 5,615000; 9,732667; 0,352097
11:06:52; 5,499000; 9,722667; 0,351363
11:06:58; 5,408000; 9,718000; 0,350665
11:07:04; 5,383000; 9,726333; 0,350015
11:07:10; 5,411000; 9,744667; 0,349441
11:07:15; 5,411000; 9,756667; 0,348892
11:07:21; 5,436000; 9,773333; 0,348397
11:07:27; 5,414000; 9,780000; 0,347895
11:07:33; 5,407000; 9,789000; 0,347461
11:07:39; 5,418000; 9,801000; 0,347027
11:07:45; 5,414000; 9,810000; 0,346502
11:07:51; 5,414000; 9,819333; 0,345921
11:07:57; 5,403000; 9,825333; 0,345382
11:08:02; 5,399000; 9,832667; 0,344857
11:08:08; 5,386000; 9,838000; 0,344346
11:08:14; 5,347000; 9,838000; 0,343893
11:08:20; 5,306000; 9,838000; 0,343437
11:08:26; 5,266000; 9,838000; 0,342983
11:08:32; 5,227000; 9,838000; 0,342277
11:08:38; 5,188000; 9,838000; 0,341857
11:08:44; 5,283000; 9,864333; 0,341156
11:08:49; 5,336000; 9,881000; 0,340688
11:08:55; 5,425000; 9,904000; 0,340099
11:09:01; 5,441000; 9,911667; 0,339455
11:09:07; 5,493000; 9,926000; 0,338825
11:09:13; 5,518000; 9,934333; 0,337849
11:09:18; 5,511000; 9,936000; 0,337467
11:09:24; 5,490000; 9,935000; 0,337041
11:09:30; 5,411000; 9,922667; 0,336236
11:09:36; 5,388000; 9,922000; 0,335836
11:09:42; 5,376000; 9,923333; 0,335450
11:09:48; 5,356000; 9,923000; 0,335140
11:09:54; 5,393000; 9,934000; 0,334120
11:10:00; 5,427000; 9,943667; 0,333732
11:10:06; 5,537000; 9,968000; 0,333341
11:10:12; 5,497000; 9,961667; 0,332753
11:10:17; 5,683000; 9,999667; 0,332435
11:10:23; 5,152000; 9,896000; 0,332516
11:10:29; 4,783000; 9,829000; 0,332206
11:10:35; 5,019000; 9,883000; 0,331981
11:10:41; 5,019000; 9,889000; 0,331614
11:10:47; 4,898000; 9,870333; 0,330933
11:10:53; 4,701000; 9,838000; 0,330676
11:10:59; 4,967000; 9,898000; 0,330419
11:11:05; 5,081000; 9,925000; 0,329861
11:11:10; 5,136000; 9,939333; 0,329584
11:11:16; 5,129000; 9,941000; 0,329260
11:11:23; 5,149000; 9,947667; 0,328891
11:11:28; 5,158000; 9,952000; 0,328511
11:11:34; 5,221000; 9,966667; 0,327995
11:11:40; 5,256000; 9,975000; 0,327071
11:11:46; 5,195000; 9,964333; 0,326724
11:11:52; 5,154000; 9,958000; 0,326353
11:11:58; 5,181000; 9,965333; 0,325316
11:12:04; 5,125000; 9,956000; 0,325239
11:12:10; 5,146000; 9,962333; 0,325013
11:12:16; 5,146000; 9,964333; 0,324710
11:12:21; 5,155000; 9,967333; 0,323932
11:12:27; 5,134000; 9,965000; 0,323806
11:12:33; 5,146000; 9,969000; 0,323578
11:12:39; 5,134000; 9,968000; 0,323326
11:12:45; 5,146000; 9,972000; 0,323131
11:12:51; 5,152000; 9,974333; 0,322777
11:12:57; 5,144000; 9,974000; 0,321858
11:13:02; 5,122000; 9,971000; 0,321704
11:13:08; 5,105000; 9,969000; 0,321215
11:13:14; 5,099000; 9,969333; 0,320293
11:13:20; 5,099000; 9,971000; 0,319961
11:13:26; 5,082000; 9,969000; 0,319596
11:13:32; 5,090000; 9,972000; 0,319141
11:13:38; 5,060000; 9,967333; 0,317716
11:13:44; 5,065000; 9,970000; 0,317666
11:13:50; 5,058000; 9,970000; 0,317235
11:13:56; 5,051000; 9,970000; 0,317083
11:14:01; 5,043000; 9,970000; 0,317357
11:14:07; 5,036000; 9,970000; 0,316944
11:14:13; 5,029000; 9,970000; 0,316583
11:14:19; 5,022000; 9,970000; 0,316132
11:14:25; 5,014000; 9,970000; 0,315335
11:14:31; 5,007000; 9,970000; 0,315698
11:14:37; 4,999000; 9,970000; 0,314994
11:14:43; 6,220000; 10,209667; 0,262183
11:14:48; 5,311000; 10,022333; 0,266829
11:14:54; 4,770000; 9,915667; 0,278059
11:15:00; 4,714000; 9,908667; 0,288882
11:15:06; 4,844000; 9,938333; 0,296617
11:15:12; 4,995000; 9,970667; 0,302438
11:15:17; 4,936000; 9,960667; 0,305661
11:15:23; 6,274000; 10,223667; 0,292123
11:15:29; 5,371000; 10,036667; 0,266729
11:15:35; 4,502000; 9,865333; 0,272734
11:15:41; 3,123000; 9,602667; 0,285062
11:15:47; 2,761000; 9,550667; 0,293344
11:15:53; 5,496000; 10,106000; 0,231670
11:15:59; 5,003000; 10,004667; 0,245372
11:16:05; 4,611000; 9,928000; 0,264545
11:16:11; 4,531000; 9,915667; 0,276036
11:16:17; 4,631000; 9,939333; 0,284245
11:16:23; 3,965000; 9,812000; 0,292654
11:16:28; 3,059000; 9,644000; 0,298787
11:16:34; 5,784000; 10,193000; 0,433668
11:16:40; 4,885000; 10,008333; 0,242464
11:16:46; 4,283000; 9,890333; 0,255871
11:16:52; 3,702000; 9,782000; 0,271779
11:16:57; 2,543000; 9,566000; 0,283976
11:17:03; 5,343000; 10,133333; 0,080590
11:17:09; 4,514000; 9,965000; 0,249630
11:17:15; 4,377000; 9,940000; 0,262931
11:17:21; 4,328000; 9,933333; 0,273652
11:17:27; 4,543000; 9,978333; 0,280178
11:17:33; 4,655000; 10,001333; 0,285655
11:17:39; 3,764000; 9,827333; 0,292083
11:17:45; 3,079000; 9,702000; 0,297159
11:17:50; 5,494000; 10,187667; 0,270790
11:17:56; 4,889000; 10,060667; 0,244244
