200,000000;3,862859
201,000000;3,706702
202,000000;3,903074
203,000000;3,743924
204,000000;3,935285
205,000000;3,950274
206,000000;3,963427
207,000000;3,799840
208,000000;3,685433
209,000000;3,820149
210,000000;3,829570
211,000000;3,712857
212,000000;3,720647
213,000000;3,727397
214,000000;3,636755
215,000000;3,739327
216,000000;3,744046
217,000000;3,572380
218,000000;3,450937
219,000000;3,210920
220,000000;2,840801
221,000000;2,452386
222,000000;2,109509
223,000000;1,822672
224,000000;1,611517
225,000000;1,443103
226,000000;1,311903
227,000000;1,205106
228,000000;1,106382
229,000000;1,024559
230,000000;0,948059
231,000000;0,881816
232,000000;0,822855
233,000000;0,763341
234,000000;0,712602
235,000000;0,663868
236,000000;0,621265
237,000000;0,582437
238,000000;0,544612
239,000000;0,511783
240,000000;0,482913
241,000000;0,458022
242,000000;0,435361
243,000000;0,411810
244,000000;0,391716
245,000000;0,376534
246,000000;0,365805
247,000000;0,356771
248,000000;0,344337
249,000000;0,332026
250,000000;0,325251
251,000000;0,324895
252,000000;0,324824
253,000000;0,320308
254,000000;0,311194
255,000000;0,303795
256,000000;0,301316
257,000000;0,305093
258,000000;0,307209
259,000000;0,299979
260,000000;0,290650
261,000000;0,280493
262,000000;0,263700
263,000000;0,247001
264,000000;0,232155
265,000000;0,211106
266,000000;0,196257
267,000000;0,195717
268,000000;0,190556
269,000000;0,158922
270,000000;0,120006
271,000000;0,091434
272,000000;0,073448
273,000000;0,061838
274,000000;0,054566
275,000000;0,047298
276,000000;0,042786
277,000000;0,039178
278,000000;0,036410
279,000000;0,034357
280,000000;0,032226
281,000000;0,030984
282,000000;0,029436
283,000000;0,028536
284,000000;0,027687
285,000000;0,026797
286,000000;0,026220
287,000000;0,025519
288,000000;0,026073
289,000000;0,024987
290,000000;0,025525
291,000000;0,025001
292,000000;0,024868
293,000000;0,025024
294,000000;0,025196
295,000000;0,025892
296,000000;0,025918
297,000000;0,026212
298,000000;0,025343
299,000000;0,026783
300,000000;0,027598
301,000000;0,027856
302,000000;0,027953
303,000000;0,027910
304,000000;0,028489
305,000000;0,029514
306,000000;0,029498
307,000000;0,029931
308,000000;0,030377
309,000000;0,030112
310,000000;0,030697
311,000000;0,030800
312,000000;0,031231
313,000000;0,032214
314,000000;0,031644
315,000000;0,031825
316,000000;0,032538
317,000000;0,032311
318,000000;0,031741
319,000000;0,031582
320,000000;0,031307
321,000000;0,031621
322,000000;0,031372
323,000000;0,030317
324,000000;0,030878
325,000000;0,030038
326,000000;0,029998
327,000000;0,029322
328,000000;0,029220
329,000000;0,028549
330,000000;0,028495
331,000000;0,028393
332,000000;0,028206
333,000000;0,027412
334,000000;0,026599
335,000000;0,026556
336,000000;0,026143
337,000000;0,025895
338,000000;0,026190
339,000000;0,025436
340,000000;0,024584
341,000000;0,024143
342,000000;0,023145
343,000000;0,022822
344,000000;0,022492
345,000000;0,022006
346,000000;0,021666
347,000000;0,020943
348,000000;0,020356
349,000000;0,019506
350,000000;0,019152
351,000000;0,018415
352,000000;0,017915
353,000000;0,017439
354,000000;0,016630
355,000000;0,016199
356,000000;0,015417
357,000000;0,014531
358,000000;0,013932
359,000000;0,013291
360,000000;0,012804
361,000000;0,012183
362,000000;0,011460
363,000000;0,010974
364,000000;0,010452
365,000000;0,009699
366,000000;0,008778
367,000000;0,008078
368,000000;0,007479
369,000000;0,006922
370,000000;0,006736
371,000000;0,006121
372,000000;0,005755
373,000000;0,004751
374,000000;0,004854
375,000000;0,004331
376,000000;0,003956
377,000000;0,002624
378,000000;0,003535
379,000000;0,001471
380,000000;0,002393
381,000000;0,001442
382,000000;0,001159
383,000000;0,000578
384,000000;0,000868
385,000000;0,001197
386,000000;0,000757
387,000000;0,000178
388,000000;0,000799
389,000000;0,000084
390,000000;0,000208
391,000000;0,000039
392,000000;0,000235
393,000000;0,000055
394,000000;0,000148
395,000000;-0,000529
396,000000;0,000102
397,000000;0,000540
398,000000;-0,000558
399,000000;-0,000163
400,000000;-0,000126
